Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Comment	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen(Serotype Prediction)	H Antigen(Serotype Prediction)	ST(Achtman 7 Gene MLST)	ST Complex(Achtman 7 Gene MLST)	Lineage(Achtman 7 Gene MLST)	Subspecies(Achtman 7 Gene MLST)	Status(Assembly stats)	Coverage(Assembly stats)	N50(Assembly stats)	Length(Assembly stats)	Species(Assembly stats)	Contig Number(>=200 bp)(Assembly stats)	Low Quality Bases(Assembly stats)	Version(Assembly stats)	Assembly barcode(Assembly stats)	ST(wgMLST)	ST(cgMLST V1 + HierCC V1)	HC0 (indistinguishable)(cgMLST V1 + HierCC V1)	HC2(cgMLST V1 + HierCC V1)	HC5(cgMLST V1 + HierCC V1)	HC10(cgMLST V1 + HierCC V1)	HC20(cgMLST V1 + HierCC V1)	HC50(cgMLST V1 + HierCC V1)	HC100(cgMLST V1 + HierCC V1)	HC200(cgMLST V1 + HierCC V1)	HC400(cgMLST V1 + HierCC V1)	HC1100 (cgST Cplx)(cgMLST V1 + HierCC V1)	HC1500(cgMLST V1 + HierCC V1)	HC2000(cgMLST V1 + HierCC V1)	HC2350 (subsp.)(cgMLST V1 + HierCC V1)	Clermont Type (ClermonTyping)(Phylotypes)	Clermont Type (EzClermont)(Phylotypes)	fimH (fimTyper)(Phylotypes)	Pathovar(Phylotypes)	Stx1(Phylotypes)	Stx2(Phylotypes)	ipaH(Phylotypes)	pInv(Phylotypes)	ST(Phylotypes)	LT(Phylotypes)	eae(Phylotypes)	rST(rMLST)	Species (rMLST)(rMLST)
ESC_AB1189AA	FH209	traces-0dTjKVl;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-16	2023-06-23	ESC_AB1189AA	O182	H25	57	ST350 Cplx	AxB1	ND	Assembled	81	108757	5470580	Escherichia coli / Shigella;99.23%	202	24874	4.1	ESC_DC5497AA_AS	228143	198579	198579	193760	193760	193760	193760	69246	69246	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	15126	Escherichia coli
ESC_AB0999AA	FH21	traces-0vcNubD;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0999AA	O22	H2	1914	ND	ND	ND	Assembled	88	279388	5095894	Escherichia coli / Shigella;100.0%	61	11207	4.1	ESC_DC5453AA_AS	228105	136231	136231	136231	136231	136231	131442	131442	9001	9001	9001	9001	9001	1572	1	D	D	fimH550	-	-	-	-	-	-	-	-	14944	Escherichia coli
ESC_ZA0344AA	FH210	traces-0kgmvkX;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-06	2023-04-13	ESC_ZA0344AA	O88	H25	155	ST155 Cplx	B1	ND	Assembled	94	185646	5010039	Escherichia coli / Shigella;98.68%	105	19136	4.1	ESC_CC7944AA_AS	221892	193759	193759	193759	193759	193759	193759	193759	193759	1067	106	106	5	2	1	B1	U	fimH121	-	-	-	-	-	-	-	-	1608	Escherichia coli
ESC_ZA5971AA	FH211	traces-0XaMAwY;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5971AA	O182	H25	57	ST350 Cplx	AxB1	ND	Assembled	90	138026	5468025	Escherichia coli / Shigella;97.84%	203	19133	4.1	ESC_DC3856AA_AS	227190	198579	198579	193760	193760	193760	193760	69246	69246	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	15126	Escherichia coli
ESC_ZA0415AA	FH212	traces-0Bhgdro;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0415AA	O176	H32	57	ST350 Cplx	AxB1	ND	Assembled	93	108347	5350613	Escherichia coli / Shigella;99.18%	155	18360	4.1	ESC_CC8019AA_AS	221964	193830	193830	193830	193830	193830	193830	193830	193830	193830	3590	175	175	2	1	E	E	fimH54	-	-	-	-	-	-	-	-	-133414	ND
ESC_AB1024AA	FH213	traces-0kpzPqg;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1024AA	O176	H32	57	ST350 Cplx	AxB1	ND	Assembled	88	102425	5354182	Escherichia coli / Shigella;99.2%	175	20703	4.1	ESC_DC5474AA_AS	228124	193830	193830	193830	193830	193830	193830	193830	193830	193830	3590	175	175	2	1	E	E	fimH54	-	-	-	-	-	-	-	-	-133414	ND
ESC_AB1021AA	FH214	traces-0YGhCem;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1021AA	O182	H25	57	ST350 Cplx	AxB1	ND	Assembled	70	109573	5468642	Escherichia coli / Shigella;99.24%	181	16713	4.1	ESC_DC5471AA_AS	228120	198579	198579	193760	193760	193760	193760	69246	69246	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	15126	Escherichia coli
ESC_RA3403AA	FH22	SRR8733906;ILLUMINA;Paired;;SRX5526690	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104354	SRS4493250	2020-05-01	2020-04-10	ESC_RA3403AA	O22	H2	1914	ND	ND	ND	Assembled	171	360147	5109005	Escherichia coli / Shigella;98.28%	79	12661	4.1	ESC_KB9701AA_AS	153651	136231	136231	136231	136231	136231	131442	131442	9001	9001	9001	9001	9001	1572	1	D	D	fimH550	-	-	-	-	-	-	-	-	14944	Escherichia coli
ESC_AB1017AA	FH23	traces-0sxAxlg;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1017AA	O149	H10	117	ND	ABD	ND	Assembled	86	179538	5076244	Escherichia coli / Shigella;100.0%	133	24563	4.1	ESC_DC5467AA_AS	228116	199456	136226	136226	136226	136226	111303	111303	174	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB0980AA	FH24	traces-0OGKRzd;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0980AA	O149	H10	117	ND	ABD	ND	Assembled	92	196526	5077038	Escherichia coli / Shigella;97.83%	128	25637	4.1	ESC_DC5434AA_AS	228084	199438	199438	136226	136226	136226	111303	111303	174	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_RA3391AA	FH25	SRR8733894;ILLUMINA;Paired;;SRX5526702	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104355	SRS4493262	2020-05-01	2020-04-10	ESC_RA3391AA	O149	H10	117	ND	ABD	ND	Assembled	222	197649	5084619	Escherichia coli / Shigella;97.53%	118	20153	4.1	ESC_KB9713AA_AS	153642	136226	136226	136226	136226	136226	111303	111303	174	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB0989AA	FH26	traces-0TYovlr;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0989AA	O149	H10	117	ND	ABD	ND	Assembled	85	284063	5075925	Escherichia coli / Shigella;98.97%	146	25564	4.1	ESC_DC5443AA_AS	228092	199444	136226	136226	136226	136226	111303	111303	174	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA5965AA	FH27	traces-0SMhQpF;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5965AA	O86	H4	117	ND	ABD	ND	Assembled	83	228610	5093067	Escherichia coli / Shigella;100.0%	130	22786	4.1	ESC_DC3850AA_AS	227186	198578	198578	198578	198578	198578	198578	25155	174	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA5954AA	FH28	traces-0RlPzZW;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5954AA	O88	H8	101	ST101 Cplx	B1	ND	Assembled	80	226913	4906230	Escherichia coli / Shigella;100.0%	74	13613	4.1	ESC_DC3839AA_AS	227175	198571	198571	198571	193763	193763	193763	192516	6677	164	164	80	5	2	1	B1	B1	fimH86	-	-	-	-	-	-	-	-	1588	Escherichia coli
ESC_AB0996AA	FH29	traces-0ODFKOy;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0996AA	O15	H6	69	ST69 Cplx	D	ND	Assembled	86	275170	5300154	Escherichia coli / Shigella;96.4%	133	22368	4.1	ESC_DC5450AA_AS	228101	199448	199448	193820	193820	193820	193820	1822	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_RA3411AA	FH3	SRR8733914;ILLUMINA;Paired;;SRX5526682	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104345	SRS4493242	2020-05-01	2020-04-10	ESC_RA3411AA	O40	H48	11026	ST10 Cplx	A	ND	Assembled	129	131919	4931155	Escherichia coli / Shigella;98.16%	142	53086	4.1	ESC_KB9693AA_AS	153659	136237	136237	136237	136237	136237	136237	136237	136237	136237	605	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	146174	Escherichia coli
ESC_ZA0403AA	FH30	traces-0QIoDco;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0403AA	O15	H6	69	ST69 Cplx	D	ND	Assembled	85	221846	5289748	Escherichia coli / Shigella;97.73%	128	25242	4.1	ESC_CC8006AA_AS	221954	193820	193820	193820	193820	193820	193820	1822	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_ZA0418AA	FH31	traces-0CbrlAk;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0418AA	O128	H25	57	ST350 Cplx	AxB1	ND	Assembled	97	113072	5385284	Escherichia coli / Shigella;98.39%	168	69145	4.1	ESC_CC8021AA_AS	221958	193824	193824	193824	193824	193824	193824	193824	193824	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	15126	Escherichia coli
ESC_ZA0411AA	FH32	traces-0CkFSPJ;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0411AA	O86	H25	57	ST350 Cplx	AxB1	ND	Assembled	86	90903	5586351	Escherichia coli / Shigella;98.73%	235	32190	4.1	ESC_CC8014AA_AS	221965	193829	193829	193829	193829	193829	193829	193829	136224	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	146172	Escherichia coli
ESC_ZA0399AA	FH33	traces-0OFraXw;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0399AA	-	H30	10	ST10 Cplx	A	ND	Assembled	86	210410	5042776	Escherichia coli / Shigella;97.78%	117	46450	4.1	ESC_CC8002AA_AS	221944	193812	193812	193812	193812	193812	193812	193812	2256	2256	13	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	-133412	ND
ESC_AB0979AA	FH34	traces-0GIVNnf;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0979AA	O128	H25	57	ST350 Cplx	AxB1	ND	Assembled	68	104845	5398724	Escherichia coli / Shigella;96.72%	164	73112	4.1	ESC_DC5433AA_AS	228083	199437	193824	193824	193824	193824	193824	193824	193824	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	15126	Escherichia coli
ESC_ZA5953AA	FH35	traces-0aubiDI;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5953AA	O128	H25	57	ST350 Cplx	AxB1	ND	Assembled	70	135781	5385520	Escherichia coli / Shigella;100.0%	156	69524	4.1	ESC_DC3838AA_AS	227174	198570	198570	193824	193824	193824	193824	193824	193824	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	15126	Escherichia coli
ESC_ZA2051AA	FH36	traces-0QLqdpm;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2051AA	O88	H8	101	ST101 Cplx	B1	ND	Assembled	84	218419	4907661	Escherichia coli / Shigella;100.0%	70	18056	4.1	ESC_CC9880AA_AS	223562	195255	195255	195255	195255	193763	193763	192516	6677	164	164	80	5	2	1	B1	B1	fimH86	-	-	-	-	-	-	-	-	1588	Escherichia coli
ESC_AB0990AA	FH37	traces-0doxICI;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0990AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	80	229592	5332776	Escherichia coli / Shigella;98.89%	115	39004	4.1	ESC_DC5444AA_AS	228094	193819	193819	193819	193819	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_ZA5722AA	FH38	traces-0dsdDov;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-08	2023-06-15	ESC_ZA5722AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	86	206486	5335502	Escherichia coli / Shigella;100.0%	126	42809	4.1	ESC_DC3794AA_AS	226653	193819	193819	193819	193819	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_ZA0409AA	FH39	traces-0sWbbTe;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0409AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	87	189955	5344534	Escherichia coli / Shigella;100.0%	126	38768	4.1	ESC_CC8012AA_AS	221956	193819	193819	193819	193819	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_ZA5957AA	FH4	traces-0dLmYlu;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5957AA	O111	H4	117	ND	ABD	ND	Assembled	62	111659	5445359	Escherichia coli / Shigella;95.77%	212	54814	4.1	ESC_DC3842AA_AS	227178	136238	136238	136238	136238	29949	29949	29949	29949	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA0408AA	FH40	traces-0IQLdeA;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0408AA	O78	H4	665	ND	ND	ND	Assembled	87	130213	5294639	Escherichia coli / Shigella;99.24%	190	38435	4.1	ESC_CC8011AA_AS	221957	193821	193821	193821	193821	193821	193821	69248	69248	69248	2321	2320	5	2	1	A	A	fimH30	-	-	-	-	-	-	-	-	1952	Escherichia coli
ESC_AB0983AA	FH41	traces-0adhUDr;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0983AA	O24	H26	57	ST350 Cplx	AxB1	ND	Assembled	87	190784	5299484	Escherichia coli / Shigella;97.67%	118	15618	4.1	ESC_DC5437AA_AS	228085	199440	199440	193758	193758	193758	193758	69242	69242	4209	3590	175	175	2	1	E	E	fimH158	-	-	-	-	-	-	-	-	1664	Escherichia coli
ESC_AB1179AA	FH42	traces-0dCMjHU;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-16	2023-06-23	ESC_AB1179AA	O24	H26	57	ST350 Cplx	AxB1	ND	Assembled	79	165874	5302468	Escherichia coli / Shigella;97.65%	111	15759	4.1	ESC_DC5487AA_AS	228133	195251	195251	193758	193758	193758	193758	69242	69242	4209	3590	175	175	2	1	E	E	fimH158	-	-	-	-	-	-	-	-	1664	Escherichia coli
ESC_AB1008AA	FH43	traces-0wOhHVM;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1008AA	O24	H26	57	ST350 Cplx	AxB1	ND	Assembled	77	169964	5302813	Escherichia coli / Shigella;98.84%	117	9526	4.1	ESC_DC5462AA_AS	228110	195251	195251	193758	193758	193758	193758	69242	69242	4209	3590	175	175	2	1	E	E	fimH158	-	-	-	-	-	-	-	-	1664	Escherichia coli
ESC_ZA2052AA	FH44	traces-0psbKMK;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2052AA	O24	H26	57	ST350 Cplx	AxB1	ND	Assembled	78	202525	5303467	Escherichia coli / Shigella;97.53%	108	12259	4.1	ESC_CC9881AA_AS	223555	195251	195251	193758	193758	193758	193758	69242	69242	4209	3590	175	175	2	1	E	E	fimH158	-	-	-	-	-	-	-	-	1664	Escherichia coli
ESC_ZA5724AA	FH45	traces-0WKFkqy;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-08	2023-06-15	ESC_ZA5724AA	O24	H26	57	ST350 Cplx	AxB1	ND	Assembled	90	160663	5301100	Escherichia coli / Shigella;97.67%	118	17117	4.1	ESC_DC3796AA_AS	226655	195251	195251	193758	193758	193758	193758	69242	69242	4209	3590	175	175	2	1	E	E	fimH158	-	-	-	-	-	-	-	-	1664	Escherichia coli
ESC_AB1183AA	FH46	traces-0bsbTIC;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-16	2023-06-23	ESC_AB1183AA	O24	H26	57	ST350 Cplx	AxB1	ND	Assembled	91	169233	5298525	Escherichia coli / Shigella;98.8%	116	13092	4.1	ESC_DC5491AA_AS	228135	195251	195251	193758	193758	193758	193758	69242	69242	4209	3590	175	175	2	1	E	E	fimH158	-	-	-	-	-	-	-	-	1664	Escherichia coli
ESC_AB1019AA	FH47	traces-0EsbiVb;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1019AA	O24	H26	57	ST350 Cplx	AxB1	ND	Assembled	98	167028	5302368	Escherichia coli / Shigella;97.39%	106	12210	4.1	ESC_DC5469AA_AS	228123	195251	195251	193758	193758	193758	193758	69242	69242	4209	3590	175	175	2	1	E	E	fimH158	-	-	-	-	-	-	-	-	1664	Escherichia coli
ESC_ZA2056AA	FH48	traces-0qQUXFt;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2056AA	O89	H10	10	ST10 Cplx	A	ND	Assembled	106	119889	4803365	Escherichia coli / Shigella;99.0%	131	26887	4.1	ESC_CC9885AA_AS	223557	195253	195253	195253	195253	195253	195253	130961	118688	37	37	13	5	2	1	A	A	Unknown	-	-	-	-	-	-	-	-	1986	Escherichia coli
ESC_AB0986AA	FH49	traces-0dcIPYw;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0986AA	O24	H26	57	ST350 Cplx	AxB1	ND	Assembled	74	190755	5303232	Escherichia coli / Shigella;100.0%	109	11751	4.1	ESC_DC5440AA_AS	228089	195251	195251	193758	193758	193758	193758	69242	69242	4209	3590	175	175	2	1	E	E	fimH158	-	-	-	-	-	-	-	-	1664	Escherichia coli
ESC_AB1184AA	FH5	traces-0Fquadw;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-16	2023-06-23	ESC_AB1184AA	O111	H4	117	ND	ABD	ND	Assembled	82	145135	5438513	Escherichia coli / Shigella;95.47%	194	51609	4.1	ESC_DC5492AA_AS	228138	136238	136238	136238	136238	29949	29949	29949	29949	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA0339AA	FH50	traces-0iroDHt;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-06	2023-04-13	ESC_ZA0339AA	O24	H26	57	ST350 Cplx	AxB1	ND	Assembled	80	202497	5300932	Escherichia coli / Shigella;96.39%	115	14049	4.1	ESC_CC7939AA_AS	221890	193758	193758	193758	193758	193758	193758	69242	69242	4209	3590	175	175	2	1	E	E	fimH158	-	-	-	-	-	-	-	-	1664	Escherichia coli
ESC_ZA5959AA	FH51	traces-0cSFJeY;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5959AA	O86	H25	57	ST350 Cplx	AxB1	ND	Assembled	70	73674	5613930	Escherichia coli / Shigella;98.29%	222	77662	4.1	ESC_DC3844AA_AS	227181	198574	198574	198574	198574	198574	136224	136224	136224	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	146172	Escherichia coli
ESC_RA3392AA	FH52	SRR8733895;ILLUMINA;Paired;;SRX5526701	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104356	SRS4493261	2020-05-01	2020-04-10	ESC_RA3392AA	O86	H25	57	ST350 Cplx	AxB1	ND	Assembled	151	116256	5637212	Escherichia coli / Shigella;96.16%	188	48846	4.1	ESC_KB9712AA_AS	153647	136224	136224	136224	136224	136224	136224	136224	136224	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	146172	Escherichia coli
ESC_AB1007AA	FH53	traces-0jjuQFh;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1007AA	O115	H4	117	ND	ABD	ND	Assembled	87	224086	5194254	Escherichia coli / Shigella;98.81%	131	52879	4.1	ESC_DC5461AA_AS	228109	198580	198580	193823	193823	193823	193823	193823	1285	50	50	50	50	2	1	G	F	fimH916	-	-	-	-	-	-	-	-	146171	Escherichia coli
ESC_ZA5970AA	FH54	traces-0OPfqHZ;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5970AA	O115	H4	117	ND	ABD	ND	Assembled	81	239481	5198109	Escherichia coli / Shigella;97.84%	138	31704	4.1	ESC_DC3855AA_AS	227191	198580	198580	193823	193823	193823	193823	193823	1285	50	50	50	50	2	1	G	F	fimH916	-	-	-	-	-	-	-	-	146171	Escherichia coli
ESC_ZA0392AA	FH55	traces-0ywLlpo;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0392AA	O115	H4	117	ND	ABD	ND	Assembled	65	224086	5202480	Escherichia coli / Shigella;98.92%	149	48506	4.1	ESC_CC7995AA_AS	221953	193823	193823	193823	193823	193823	193823	193823	1285	50	50	50	50	2	1	G	F	fimH916	-	-	-	-	-	-	-	-	146171	Escherichia coli
ESC_AB1292AA	FH56	traces-0SdAEoC;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-17	2023-06-24	ESC_AB1292AA	O115	H4	117	ND	ABD	ND	Assembled	80	193880	5198478	Escherichia coli / Shigella;98.89%	141	49871	4.1	ESC_DC5517AA_AS	228159	198580	198580	193823	193823	193823	193823	193823	1285	50	50	50	50	2	1	G	F	fimH916	-	-	-	-	-	-	-	-	146171	Escherichia coli
ESC_RA3393AA	FH57	SRR8733896;ILLUMINA;Paired;;SRX5526700	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104357	SRS4493260	2020-05-01	2020-04-10	ESC_RA3393AA	O153	H49	69	ST69 Cplx	D	ND	Assembled	106	147459	5716055	Escherichia coli / Shigella;95.84%	278	62555	4.1	ESC_KB9711AA_AS	153645	136229	136229	136229	136229	136229	136229	136229	136229	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_RA3394AA	FH58	SRR8733897;ILLUMINA;Paired;;SRX5526699	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104358	SRS4493259	2020-05-01	2020-04-10	ESC_RA3394AA	O116	H16	4710	ND	AxB1	ND	Assembled	148	77490	5456160	Escherichia coli / Shigella;96.3%	259	23805	4.1	ESC_KB9710AA_AS	153654	136222	136222	136222	136222	136222	136222	136222	136222	136222	136222	3593	5	2	1	A	A	fimH86	-	-	-	-	-	-	-	-	139085	Escherichia/Shigella sp.
