name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
FH38		contig00002	285723	287078	-	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.56	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH38		contig00006	5211	8312	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH38		contig00006	217930	218043	-	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE			BLASTX	38	38	100.0	94.74	38	AAM88299.1	heat-stable enterotoxin EAST1		
FH38		contig00009	52786	54585	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP		
FH38		contig00009	54575	56374	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ		
FH38		contig00009	123883	124212	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH38		contig00012	33514	38073	-	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE			EXACTX	1520	1520	100.0	100.0	1520	ADE89421.1	lipoprotein metalloprotease SslE		
FH38		contig00014	121715	121978	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	97.73	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH38		contig00015	82070	83437	-	ibeA	putative intracellular survival FAD-dependent oxidoreductase IbeA	plus	VIRULENCE	VIRULENCE			BLASTX	456	456	100.0	98.68	456	AAF98391.2	putative intracellular survival FAD-dependent oxidoreductase IbeA		
FH38		contig00016	62910	67157	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1416	1416	100.0	99.79	1416	ABE05822.1	intimin-like adhesin FdeC		
FH38		contig00016	88334	90985	+	vactox	vacuolating autotransporter toxin Vat	plus	VIRULENCE	VIRULENCE			PARTIALX	884	1376	64.24	99.89	884	AAN78874.1	vacuolating autotransporter toxin Vat		
FH38		contig00019	36683	37114	+	marR_S3N	Escherichia ampicillin/chloramphenicol/quinolone/rifampin/tetracycline resistant MarR	core	AMR	POINT	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	POINTX	144	144	100.0	97.92	144	WP_000843414.1	transcriptional regulator MarR		
FH38		contig00024	36239	37426	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.24	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
FH38		contig00029	5073	7166	+	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			EXACTX	698	698	100.0	100.0	698	CAA40744.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
FH38		contig00029	7342	7650	-	cvaC	colicin V	plus	VIRULENCE	VIRULENCE			EXACTX	103	103	100.0	100.0	103	CAA40746.1	colicin V		
FH38		contig00029	13030	17160	-	tsh	temperature-sensitive protease autotransporter hemagglutinin Tsh	plus	VIRULENCE	VIRULENCE			BLASTX	1377	1377	100.0	99.85	1377	AAT35241.2	temperature-sensitive protease autotransporter hemagglutinin Tsh		
FH38		contig00033	14936	16066	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	98.94	377	WP_001443153.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5		
FH38		contig00034	19329	19874	+	papA	P fimbria major subunit PapA	plus	VIRULENCE	VIRULENCE			BLASTX	182	184	100.0	83.15	184	ENA25238.1	P fimbria major subunit PapA		
FH38		contig00034	20586	23093	+	papC	P fimbrial usher protein PapC	plus	VIRULENCE	VIRULENCE			BLASTX	836	836	100.0	96.43	841	CAA43564.1	P fimbrial usher protein PapC		
FH38		contig00034	25092	25610	+	papE	P fimbrial minor subunit PapE	plus	VIRULENCE	VIRULENCE			EXACTX	173	173	100.0	100.0	173	CAA43568.1	P fimbrial minor subunit PapE		
FH38		contig00034	25688	26185	+	papF	P fimbrial tip protein PapF	plus	VIRULENCE	VIRULENCE			BLASTX	166	167	100.0	91.62	167	CAA43569.1	P fimbrial tip protein PapF		
FH38		contig00034	26232	27239	+	papG-II	P fimbria tip G-adhesin PapG-II	plus	VIRULENCE	VIRULENCE			BLASTX	336	337	100.0	98.81	337	AAA24293.1	P fimbria tip G-adhesin PapG-II		
FH38		contig00037	7491	8303	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
FH38		contig00042	679	1017	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH38		contig00042	4165	5277	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.46	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH38		contig00042	5420	9076	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.51	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH38		contig00042	9183	10409	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			EXACTX	409	409	100.0	100.0	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH38		contig00042	10497	11450	+	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			BLASTX	318	318	100.0	99.69	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH38		contig00042	11501	13675	-	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			BLASTX	725	725	100.0	99.86	725	AAN76093.1	siderophore salmochelin receptor IroN		
FH38		contig00044	404	2590	-	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.85	729	AAN45165.2	ferric aerobactin receptor IutA		
FH38		contig00044	2687	3961	-	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.18	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH38		contig00044	3961	5700	-	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH38		contig00044	5703	6647	-	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	96.19	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH38		contig00044	6651	8372	-	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH38		contig00081	2	1213	-	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	404	682	59.24	100.0	404	AAN83596.1	TonB-dependent siderophore receptor IreA		
FH174		contig00001	46781	48010	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.56	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
FH174		contig00002	22606	27159	-	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE			BLASTX	1518	1520	100.0	96.32	1520	ADE89421.1	lipoprotein metalloprotease SslE		
FH174		contig00002	327891	330992	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH174		contig00003	115117	116472	+	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.78	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH174		contig00004	242953	247197	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1415	1416	100.0	98.02	1416	ABE05822.1	intimin-like adhesin FdeC		
FH174		contig00004	263997	266723	+	vactox	vacuolating autotransporter toxin Vat	plus	VIRULENCE	VIRULENCE			PARTIALX	909	1376	66.06	100.0	909	AAN78874.1	vacuolating autotransporter toxin Vat		
FH174		contig00013	30830	31399	+	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE			BLASTX	190	190	100.0	98.95	190	ACB16424.1	long polar fimbria major subunit LpfA-O113		
FH174		contig00013	87974	89161	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.75	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
FH174		contig00014	43419	45962	+	cyaA_S352T	Escherichia fosmidomycin resistant CyaA	core	AMR	POINT	FOSMIDOMYCIN	FOSMIDOMYCIN	POINTX	848	848	100.0	99.29	848	WP_000281668.1	adenylate cyclase CyaA		
FH174		contig00018	71037	71300	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH174		contig00026	44368	44706	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
FH174		contig00028	33814	34143	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH174		contig00035	21824	23908	-	iha	bifunctional siderophore receptor/adhesin Iha	plus	VIRULENCE	VIRULENCE			BLASTX	695	695	100.0	98.85	695	ADI47068.1	bifunctional siderophore receptor/adhesin Iha		
FH174		contig00040	24945	26075	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	97.88	377	WP_063860454.1	cephalosporin-hydrolyzing class C beta-lactamase EC-8		
FH174		contig00058	552	2738	-	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.71	729	AAN45165.2	ferric aerobactin receptor IutA		
FH174		contig00058	2835	4109	-	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.41	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH174		contig00058	4109	5848	-	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH174		contig00058	5851	6795	-	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	95.87	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH174		contig00058	6799	8520	-	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH174		contig00061	299	1198	-	hlyE	hemolysin HlyE	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	300	300	100.0	99.33	300	AAD28079.1	hemolysin HlyE		
FH174		contig00061	11745	13790	-	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			BLASTX	682	682	100.0	99.85	682	AAN83596.1	TonB-dependent siderophore receptor IreA		
FH174		contig00062	79	1605	+	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			PARTIALX	509	725	70.21	100.0	509	AAN76093.1	siderophore salmochelin receptor IroN		
FH174		contig00062	1656	2609	-	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			EXACTX	318	318	100.0	100.0	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH174		contig00062	2697	3923	-	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			EXACTX	409	409	100.0	100.0	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH174		contig00062	4030	7686	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.34	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH174		contig00062	7829	8842	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	338	371	91.11	99.7	338	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH174		contig00062	12078	12416	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH174		contig00076	3809	4621	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
FH174		contig00083	983	4651	+	tsh	temperature-sensitive protease autotransporter hemagglutinin Tsh	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	1223	1377	88.82	99.84	1223	ACA34793.1	temperature-sensitive protease autotransporter hemagglutinin Tsh		
FH209		contig00001	63055	63318	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH209		contig00003	284402	287503	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.42	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH209		contig00005	154341	155036	+	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	232	452	51.33	97.41	232	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH209		contig00008	91210	92628	+	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE			BLASTX	473	473	100.0	89.22	473	ADD54679.1	type III secretion system effector EspX1		
FH209		contig00019	50246	54493	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1416	1416	100.0	94.56	1416	ABE05822.1	intimin-like adhesin FdeC		
FH209		contig00026	64582	65811	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	410	410	100.0	100.0	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
FH209		contig00028	49045	49578	+	lpfA1	long polar fimbria major subunit LpfA1	plus	VIRULENCE	VIRULENCE			BLASTX	178	178	100.0	98.31	178	OPH66324.1	long polar fimbria major subunit LpfA1		
FH209		contig00033	37024	37314	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	97	97	100.0	100.0	97	CAR12622.1	increased serum survival lipoprotein Iss		
FH209		contig00041	26161	27291	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	99.2	377	ABS58643.1	BlaEC family class C beta-lactamase		
FH209		contig00057	3133	3462	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH209		contig00062	1900	3012	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.73	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH209		contig00062	3155	6811	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.34	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH209		contig00062	6918	8144	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			EXACTX	409	409	100.0	100.0	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH209		contig00062	8232	9185	+	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			EXACTX	318	318	100.0	100.0	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH209		contig00062	9236	11410	-	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			EXACTX	725	725	100.0	100.0	725	AAN76093.1	siderophore salmochelin receptor IroN		
FH209		contig00064	11289	15419	+	tsh	temperature-sensitive protease autotransporter hemagglutinin Tsh	plus	VIRULENCE	VIRULENCE			EXACTX	1377	1377	100.0	100.0	1377	ACA34793.1	temperature-sensitive protease autotransporter hemagglutinin Tsh		
FH209		contig00066	819	1631	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
FH209		contig00066	4011	4556	+	papA	P fimbria major subunit PapA	plus	VIRULENCE	VIRULENCE			BLASTX	182	184	100.0	83.15	184	ENA25238.1	P fimbria major subunit PapA		
FH209		contig00066	5268	7775	+	papC	P fimbrial usher protein PapC	plus	VIRULENCE	VIRULENCE			BLASTX	836	836	100.0	96.43	841	CAA43564.1	P fimbrial usher protein PapC		
FH209		contig00066	9774	10292	+	papE	P fimbrial minor subunit PapE	plus	VIRULENCE	VIRULENCE			EXACTX	173	173	100.0	100.0	173	CAA43568.1	P fimbrial minor subunit PapE		
FH209		contig00066	10370	10867	+	papF	P fimbrial tip protein PapF	plus	VIRULENCE	VIRULENCE			BLASTX	166	167	100.0	91.62	167	CAA43569.1	P fimbrial tip protein PapF		
FH209		contig00066	10914	11921	+	papG-II	P fimbria tip G-adhesin PapG-II	plus	VIRULENCE	VIRULENCE			BLASTX	336	337	100.0	98.52	337	AAA24293.1	P fimbria tip G-adhesin PapG-II		
FH209		contig00072	1648	3369	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH209		contig00072	3373	4317	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	95.87	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH209		contig00072	4320	6059	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH209		contig00072	6059	7333	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.41	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH209		contig00072	7430	9616	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.71	729	AAN45165.2	ferric aerobactin receptor IutA		
FH209		contig00085	605	2650	+	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			BLASTX	682	682	100.0	99.85	682	AAN83596.1	TonB-dependent siderophore receptor IreA		
FH209		contig00089	1009	1845	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
FH209		contig00089	1842	2186	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
FH209		contig00089	2373	2843	-	dfrA5	trimethoprim-resistant dihydrofolate reductase DfrA5	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001317507.1	trimethoprim-resistant dihydrofolate reductase DfrA5		
FH209		contig00106	930	1268	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
AVC216		contig00002	135710	138811	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.23	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
AVC216		contig00019	1	5550	-	air	inverse autotransporter adhesin EaeX/Air	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	1850	3418	54.13	93.14	1850	CAR15326.1	inverse autotransporter adhesin EaeX/Air		
AVC216		contig00019	23421	24608	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.75	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
AVC216		contig00043	37260	37607	+	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTX	116	116	100.0	89.66	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR		
AVC216		contig00043	37658	38017	+	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.0	99.17	120	AAA93060.1	arsenite efflux transporter metallochaperone ArsD		
AVC216		contig00045	32469	33599	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	98.41	377	WP_063860454.1	cephalosporin-hydrolyzing class C beta-lactamase EC-8		
AVC216		contig00063	5628	9869	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1414	1416	99.93	92.37	1415	ABE05822.1	intimin-like adhesin FdeC		
AVC216		contig00070	14796	15134	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
AVC216		contig00079	7	4575	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE			BLASTX	1523	1520	100.0	92.72	1524	ADE89421.1	lipoprotein metalloprotease SslE		
AVC216		contig00082	6451	8637	-	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.44	729	AAN45165.2	ferric aerobactin receptor IutA		
AVC216		contig00082	8734	10008	-	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.65	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
AVC216		contig00082	10008	11747	-	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.24	580	AAN82073.1	NIS family aerobactin synthetase IucC		
